Numero;Date;Rain;Tmin;Tmax
97410238;2011-01-01;0;21.7;30.2
97410238;2011-01-02;0;21.7;29.9
97410238;2011-01-03;0.2;22;30
97410238;2011-01-04;0;21.3;30.7
97410238;2011-01-05;0.2;21.3;30.4
97410238;2011-01-06;0;21.6;30.7
97410238;2011-01-07;0;21.9;30.9
97410238;2011-01-08;0;22.3;30.7
97410238;2011-01-09;0;22.4;30.7
97410238;2011-01-10;0;21.7;31.3
97410238;2011-01-11;1.4;22.8;31
97410238;2011-01-12;47.4;22.4;30.5
97410238;2011-01-13;2;22.5;30.6
97410238;2011-01-14;2.8;21.8;30.7
97410238;2011-01-15;0;23.8;30.8
97410238;2011-01-16;3.6;22.2;31.2
97410238;2011-01-17;2.8;22.8;31.1
97410238;2011-01-18;8.6;21.6;30.8
97410238;2011-01-19;16.8;21.1;30.5
97410238;2011-01-20;13.6;21.1;30.4
97410238;2011-01-21;32.4;22.7;27.3
97410238;2011-01-22;0;21;30.7
97410238;2011-01-23;126;21.7;31.2
97410238;2011-01-24;41.6;21;31.3
97410238;2011-01-25;19.2;21.5;31
97410238;2011-01-26;0.4;21.9;31.8
97410238;2011-01-27;71.6;21.6;31.2
97410238;2011-01-28;80;23.5;30.7
97410238;2011-01-29;150;23;25.5
97410238;2011-01-30;270;23;25.5
97410238;2011-01-31;52;22;30.9
97410238;2011-02-01;31.6;23.7;31.7
97410238;2011-02-02;10.6;23;31.2
97410238;2011-02-03;0;22;32
97410238;2011-02-04;31;22.6;32
97410238;2011-02-05;0;23;31.1
97410238;2011-02-06;12;22.8;31.4
97410238;2011-02-07;14.2;22.8;30.1
97410238;2011-02-08;6;22.7;30.8
97410238;2011-02-09;17.6;22;30.7
97410238;2011-02-10;0;23.4;31.4
97410238;2011-02-11;59.2;23.3;30.5
97410238;2011-02-12;48.6;22;32.6
97410238;2011-02-13;13;23.6;31.5
97410238;2011-02-14;43.2;23.7;30.8
97410238;2011-02-15;0.4;23.2;31.1
97410238;2011-02-16;15;21.9;32.6
97410238;2011-02-17;144.2;23.1;29.7
97410238;2011-02-18;27;22.6;28.9
97410238;2011-02-19;2.8;23.4;32.2
97410238;2011-02-20;0;23.8;32.4
97410238;2011-02-21;0;22.5;32.9
97410238;2011-02-22;0;22.2;32.7
97410238;2011-02-23;0;23;33
97410238;2011-02-24;0.6;22.5;32.4
97410238;2011-02-25;0;22.7;32.2
97410238;2011-02-26;16.4;23;33.6
97410238;2011-02-27;3.2;24.2;33.1
97410238;2011-02-28;0.6;24.6;31.5
97410238;2011-03-01;0;22.8;32.3
97410238;2011-03-02;0;22.3;32.7
97410238;2011-03-03;9;23.5;32.5
97410238;2011-03-04;15.6;22.4;32
97410238;2011-03-05;10.6;22.3;32.3
97410238;2011-03-06;1.8;22.2;31.9
97410238;2011-03-07;6.8;22.4;32.9
97410238;2011-03-08;0.2;22.5;32.7
97410238;2011-03-09;0;21.9;32.7
97410238;2011-03-10;45.4;23.4;33
97410238;2011-03-11;0.2;23.3;32.5
97410238;2011-03-12;1;22.6;31.6
97410238;2011-03-13;1;23.2;31.8
97410238;2011-03-14;6.6;23;30.3
97410238;2011-03-15;24.4;21.2;30.8
97410238;2011-03-16;12.4;21.7;30.9
97410238;2011-03-17;16.6;22.3;31.2
97410238;2011-03-18;19.2;21.2;30.8
97410238;2011-03-19;3.6;21.5;30.9
97410238;2011-03-20;0.6;21.7;30.8
97410238;2011-03-21;0.6;21.9;33.4
97410238;2011-03-22;0;22.2;32.6
97410238;2011-03-23;0;21.8;32.3
97410238;2011-03-24;0;21;31.2
97410238;2011-03-25;0;20.6;31.2
97410238;2011-03-26;68.8;21.4;31.7
97410238;2011-03-27;27.2;22.8;30.9
97410238;2011-03-28;42.2;22.8;29
97410238;2011-03-29;22.8;23.5;32
97410238;2011-03-30;1.2;21.8;32.7
97410238;2011-03-31;1.4;22.3;32
97410238;2011-04-01;5.4;22.7;31.1
97410238;2011-04-02;8;23;31
97410238;2011-04-03;25;22;30
97410238;2011-04-04;35;22;30.5
97410238;2011-04-05;8;22.5;30.5
97410238;2011-04-06;9;23;31
97410238;2011-04-07;10.4;24;30.5
97410238;2011-04-08;53.2;22.6;30.7
97410238;2011-04-09;5.8;22.5;30.6
97410238;2011-04-10;0.4;21.6;32
97410238;2011-04-11;0.2;21.3;31.5
97410238;2011-04-12;1.4;21.2;31.7
97410238;2011-04-13;0;20.2;31.9
97410238;2011-04-14;37;21.1;31.5
97410238;2011-04-15;7.4;21;28.1
97410238;2011-04-16;0.8;22.4;31.3
97410238;2011-04-17;42.6;21.7;30.7
97410238;2011-04-18;14.6;21.7;30.8
97410238;2011-04-19;0;21.9;30.2
97410238;2011-04-20;9.2;21.3;31.3
97410238;2011-04-21;5;21.7;31
97410238;2011-04-22;0;21.4;31.6
97410238;2011-04-23;0;21.1;31.5
97410238;2011-04-24;0;21.6;31.5
97410238;2011-04-25;1.2;21.6;31.5
97410238;2011-04-26;8;22;31.5
97410238;2011-04-27;1;21;31.3
97410238;2011-04-28;0;21.3;31.4
97410238;2011-04-29;0;21.5;31.2
97410238;2011-04-30;5.2;20.2;31.2
97410238;2011-05-01;0;20.5;31.4
97410238;2011-05-02;0;19.9;30.8
97410238;2011-05-03;4.2;21.8;31
97410238;2011-05-04;87.4;18.6;28.5
97410238;2011-05-05;0;19.7;30.2
97410238;2011-05-06;1.2;19.7;31.4
97410238;2011-05-07;0;19.4;30.8
97410238;2011-05-08;0;20.6;30.9
97410238;2011-05-09;3.6;19.5;29.5
97410238;2011-05-10;28.2;20.5;27.3
97410238;2011-05-11;42.2;21;23.2
97410238;2011-05-12;3.8;19.8;29.3
97410238;2011-05-13;1.4;19.6;30.5
97410238;2011-05-14;0;18.9;30.8
97410238;2011-05-15;0;18.4;28.9
97410238;2011-05-16;0;17.7;30.2
97410238;2011-05-17;0;19;29.6
97410238;2011-05-18;0;20.4;30
97410238;2011-05-19;3;20.4;29.2
97410238;2011-05-20;0;17.9;30.3
97410238;2011-05-21;0;19.5;30.3
97410238;2011-05-22;0;20.2;30.7
97410238;2011-05-23;5;21.2;30.9
97410238;2011-05-24;0.6;20.4;30.7
97410238;2011-05-25;15;19.7;25.2
97410238;2011-05-26;13.4;19.2;29.6
97410238;2011-05-27;0;20.1;29.9
97410238;2011-05-28;0;19.6;30.6
97410238;2011-05-29;0;19.6;30.9
97410238;2011-05-30;0;20.1;31
97410238;2011-05-31;0;20.6;30.1
97410238;2011-06-01;0;19.2;30.3
97410238;2011-06-02;0;19.6;30.3
97410238;2011-06-03;0;17.1;29.6
97410238;2011-06-04;0.6;17.1;29.4
97410238;2011-06-05;0;18.9;29.7
97410238;2011-06-06;2.2;19.6;27.4
97410238;2011-06-07;5.8;19.1;28.7
97410238;2011-06-08;0.2;19.3;27.9
97410238;2011-06-09;3.4;19.6;28.2
97410238;2011-06-10;0.2;19.7;28.7
97410238;2011-06-11;1.8;19.2;29
97410238;2011-06-12;151.8;19.8;28.5
97410238;2011-06-13;19.6;19.2;27.9
97410238;2011-06-14;2.2;19.2;27.5
97410238;2011-06-15;16.2;17.2;28
97410238;2011-06-16;46;20.5;27.1
97410238;2011-06-17;13.6;20.8;28.4
97410238;2011-06-18;0.6;18.7;29.1
97410238;2011-06-19;0.2;18.5;28.3
97410238;2011-06-20;0.2;15.4;25.1
97410238;2011-06-21;0.2;18.3;27
97410238;2011-06-22;0.2;16.7;27.7
97410238;2011-06-23;0;19.1;27.9
97410238;2011-06-24;0.2;17.6;29.3
97410238;2011-06-25;20;18;28.3
97410238;2011-06-26;35;20.2;24.4
97410238;2011-06-27;0.2;19.5;28.8
97410238;2011-06-28;0.2;19.3;27.5
97410238;2011-06-29;0.2;19.4;27.1
97410238;2011-06-30;0.2;18.1;27.6
97410238;2011-07-01;0.2;17.3;28.1
97410238;2011-07-02;7;16.5;28.3
97410238;2011-07-03;1.2;19.5;27.2
97410238;2011-07-04;0;17.7;28.2
97410238;2011-07-05;0;18;26.8
97410238;2011-07-06;0;16.1;26.1
97410238;2011-07-07;0;16.2;28.8
97410238;2011-07-08;0;16.5;28
97410238;2011-07-09;0.6;15.7;26.6
97410238;2011-07-10;0;16.2;26.2
97410238;2011-07-11;0;15.4;25.2
97410238;2011-07-12;0;15.1;25.3
97410238;2011-07-13;0;14.9;25.8
97410238;2011-07-14;1.8;16.6;25.8
97410238;2011-07-15;10.8;16.8;26
97410238;2011-07-16;36.2;18.8;22
97410238;2011-07-17;40.8;17.9;24.9
97410238;2011-07-18;14.4;19.3;25.6
97410238;2011-07-19;0.6;19.8;27.1
97410238;2011-07-20;7.8;18.1;24.2
97410238;2011-07-21;0;19.1;26.5
97410238;2011-07-22;1.2;17.6;27.3
97410238;2011-07-23;0.2;14.5;26.9
97410238;2011-07-24;0;13.7;26.5
97410238;2011-07-25;0;17.3;26
97410238;2011-07-26;6.8;17.4;26.5
97410238;2011-07-27;4.6;17.9;25.1
97410238;2011-07-28;19.4;18.2;26.5
97410238;2011-07-29;18.4;18.2;26.1
97410238;2011-07-30;5.8;17.9;26.1
97410238;2011-07-31;0.2;18.6;27.5
97410238;2011-08-01;0.8;17.4;26.5
97410238;2011-08-02;0;17.6;26.7
97410238;2011-08-03;0;13.4;25.7
97410238;2011-08-04;37.2;18.4;21.8
97410238;2011-08-05;3.6;18.8;26.3
97410238;2011-08-06;22.6;17.7;26.6
97410238;2011-08-07;26.4;17.9;25.2
97410238;2011-08-08;0;17.8;25.7
97410238;2011-08-09;36.6;18;25.3
97410238;2011-08-10;0;17.1;27.2
97410238;2011-08-11;18;16.5;26.5
97410238;2011-08-12;50;19;26.1
97410238;2011-08-13;17;19.2;26.3
97410238;2011-08-14;27.6;19.3;26.4
97410238;2011-08-15;5.8;18.6;27.1
97410238;2011-08-16;1.6;18.4;27.6
