Numero;Date;Rain;Tmin;Tmax
97412336;2011-01-01;0;12.5;25.6
97412336;2011-01-02;0;13.7;25.5
97412336;2011-01-03;0.2;13.7;25.5
97412336;2011-01-04;32.4;13.3;24.7
97412336;2011-01-05;0.2;13.3;23.2
97412336;2011-01-06;1;13.3;22.6
97412336;2011-01-07;0;12.7;25.4
97412336;2011-01-08;0.4;13.2;22.6
97412336;2011-01-09;0;13.1;23.1
97412336;2011-01-10;0;13.9;23.1
97412336;2011-01-11;0.6;14.6;27.6
97412336;2011-01-12;8.8;15;25.5
97412336;2011-01-13;0.2;14.9;25.5
97412336;2011-01-14;0;14.2;26.6
97412336;2011-01-15;0;16;27.3
97412336;2011-01-16;0;13;25.5
97412336;2011-01-17;0;15.8;23.9
97412336;2011-01-18;0.2;13.9;26.2
97412336;2011-01-19;0;13.3;26.4
97412336;2011-01-20;1.4;13.7;25.5
97412336;2011-01-21;2.6;15.6;23.5
97412336;2011-01-22;0.2;14.5;25.9
97412336;2011-01-23;47.4;13.3;23.3
97412336;2011-01-24;18.6;14.9;23.5
97412336;2011-01-25;8.2;14.8;23.4
97412336;2011-01-26;0.2;13.8;24.1
97412336;2011-01-27;11.4;14.7;26.7
97412336;2011-01-28;30.2;18.4;25.9
97412336;2011-01-29;11.4;18.8;22.8
97412336;2011-01-30;38.4;18.1;25.1
97412336;2011-01-31;0;18.8;27.3
97412336;2011-02-01;8.8;18.2;24.6
97412336;2011-02-02;34.4;16.5;24.1
97412336;2011-02-03;9.6;17.8;22.8
97412336;2011-02-04;58.6;16.2;23.9
97412336;2011-02-05;0.4;16.8;24.1
97412336;2011-02-06;1;15.1;23.2
97412336;2011-02-07;0.4;15.5;22.6
97412336;2011-02-08;0.2;16;26
97412336;2011-02-09;0.8;13.8;25.3
97412336;2011-02-10;0;16.9;25.2
97412336;2011-02-11;21.8;14.1;23.9
97412336;2011-02-12;57.6;18.4;26.1
97412336;2011-02-13;0.8;17.7;24
97412336;2011-02-14;4.6;18.5;23.2
97412336;2011-02-15;0.2;15.7;25.7
97412336;2011-02-16;0;13.9;25
97412336;2011-02-17;2;17;25.8
97412336;2011-02-18;27.8;17.4;25.6
97412336;2011-02-19;0;17.6;28.7
97412336;2011-02-20;0.2;18;26.3
97412336;2011-02-21;9.8;16.8;25
97412336;2011-02-22;0.2;16.6;24
97412336;2011-02-23;1.2;15.6;25.3
97412336;2011-02-24;1.4;15.7;24.8
97412336;2011-02-25;3.2;15.9;24.8
97412336;2011-02-26;12;16.2;25.2
97412336;2011-02-27;1.8;17.6;24.7
97412336;2011-02-28;0.2;16.4;24.9
97412336;2011-03-01;0.2;14;24.7
97412336;2011-03-02;0;14.5;25.3
97412336;2011-03-03;5.6;15.1;24
97412336;2011-03-04;4.8;14.7;23.4
97412336;2011-03-05;0;14.4;23.9
97412336;2011-03-06;0;15.1;24.2
97412336;2011-03-07;0.4;15.1;24.2
97412336;2011-03-08;0;16;24.8
97412336;2011-03-09;0.6;14.4;24.3
97412336;2011-03-10;7;15.7;26.1
97412336;2011-03-11;0.2;16.2;25.9
97412336;2011-03-12;0;16;24.2
97412336;2011-03-13;2.6;15.4;24.2
97412336;2011-03-14;1.2;16;24.7
97412336;2011-03-15;0;13.3;25.8
97412336;2011-03-16;0.4;16.9;27.5
97412336;2011-03-17;4.4;16.9;26.2
97412336;2011-03-18;2.2;16.9;25.4
97412336;2011-03-19;0.4;15.9;24.2
97412336;2011-03-20;28.6;15.7;23.3
97412336;2011-03-21;14.4;17.2;21.8
97412336;2011-03-22;1.2;15.8;22.8
97412336;2011-03-23;23.2;15;23.7
97412336;2011-03-24;2.6;16.9;22.2
97412336;2011-03-25;2.2;13.3;23.7
97412336;2011-03-26;105.8;13.2;24.3
97412336;2011-03-27;16.4;17.6;22.5
97412336;2011-03-28;2.6;16.4;23.4
97412336;2011-03-29;3.6;16.4;24.6
97412336;2011-03-30;0.2;15.4;23.6
97412336;2011-03-31;0.2;15.6;24.6
97412336;2011-04-01;8.4;14.3;24.3
97412336;2011-04-02;0.4;13;25.1
97412336;2011-04-03;1.2;13.7;23.2
97412336;2011-04-04;3.4;14.3;23.6
97412336;2011-04-05;0;15.6;23.2
97412336;2011-04-06;0.2;16;24.2
97412336;2011-04-07;3.4;15.2;26.2
97412336;2011-04-08;12.8;16.8;24.2
97412336;2011-04-09;2;16.2;22.3
97412336;2011-04-10;3.2;14.3;23.4
97412336;2011-04-11;0;13.4;24.2
97412336;2011-04-12;0.2;14.5;24.4
97412336;2011-04-13;1.2;14.1;25.6
97412336;2011-04-14;2.2;13.5;24.4
97412336;2011-04-15;0;16.6;21.3
97412336;2011-04-16;2.2;16.5;23.8
97412336;2011-04-17;0.6;16.9;27.6
97412336;2011-04-18;1.2;15.2;23.2
97412336;2011-04-19;0.2;14.5;23.5
97412336;2011-04-20;0;12.6;23
97412336;2011-04-21;1.4;14.2;23
97412336;2011-04-22;0.2;13.8;23.4
97412336;2011-04-23;0;12.6;23.9
97412336;2011-04-24;10;14.5;23
97412336;2011-04-25;0.4;15.8;23.1
97412336;2011-04-26;1.4;15.1;23.7
97412336;2011-04-27;0.4;14.6;22.5
97412336;2011-04-28;0.2;13.9;22.5
97412336;2011-04-29;0.2;13.2;23.4
97412336;2011-04-30;0.2;12.2;24.9
97412336;2011-05-01;0;10.9;23.4
97412336;2011-05-02;0.2;11.6;23
97412336;2011-05-03;1.8;12.4;22.7
97412336;2011-05-04;35.2;13.9;23.6
97412336;2011-05-05;0.8;13.6;21.4
97412336;2011-05-06;4;13.3;23
97412336;2011-05-07;5.4;12.8;23.5
97412336;2011-05-08;0;11.5;21.9
97412336;2011-05-09;0;9.9;22
97412336;2011-05-10;5.2;14.5;21.2
97412336;2011-05-11;1.6;15.9;21.1
97412336;2011-05-12;0;13.6;22
97412336;2011-05-13;0.2;10.7;21.7
97412336;2011-05-14;0.2;12.9;21.4
97412336;2011-05-15;0.2;12.3;20.3
97412336;2011-05-16;0;9.4;22.8
97412336;2011-05-17;0.2;9.8;21.9
97412336;2011-05-18;0.2;11.9;20.7
97412336;2011-05-19;0;10.4;22.6
97412336;2011-05-20;0;11.1;23.1
97412336;2011-05-21;0.2;11.2;24
97412336;2011-05-22;3.8;12;23.1
97412336;2011-05-23;0;12.4;23
97412336;2011-05-24;0.2;11.9;23.1
97412336;2011-05-25;0;10.4;21.5
97412336;2011-05-26;0.2;10.8;23.2
97412336;2011-05-27;0;12.3;23.4
97412336;2011-05-28;0.2;9;22.7
97412336;2011-05-29;0;9.6;22.5
97412336;2011-05-30;0;10.2;22.7
97412336;2011-05-31;0.2;9.8;22
97412336;2011-06-01;0;10.4;23.1
97412336;2011-06-02;0;8.7;22.9
97412336;2011-06-03;0;8.4;23
97412336;2011-06-04;0.2;10.1;22.9
97412336;2011-06-05;0;10.5;22.2
97412336;2011-06-06;0;10.2;21.8
97412336;2011-06-07;0.2;11.8;22.7
97412336;2011-06-08;0;9.5;21.1
97412336;2011-06-09;0.2;9.1;22.6
97412336;2011-06-10;0.2;10.2;21.4
97412336;2011-06-11;0;9.5;22.5
97412336;2011-06-12;11.4;13;20.4
97412336;2011-06-13;4.4;14.2;21.1
97412336;2011-06-14;9.4;13.4;19.7
97412336;2011-06-15;24;11.4;19.5
97412336;2011-06-16;7.8;13.5;21.5
97412336;2011-06-17;5.6;14.2;20.9
97412336;2011-06-18;40.8;12.6;20.9
97412336;2011-06-19;0.8;11.4;19.5
97412336;2011-06-20;1.6;9.4;16
97412336;2011-06-21;0;9.1;19.2
97412336;2011-06-22;0;6.7;21.3
97412336;2011-06-23;0;11.5;21.5
97412336;2011-06-24;1.8;9.8;21.5
97412336;2011-06-25;0.8;10.5;22.2
97412336;2011-06-26;5.4;12.8;19.8
97412336;2011-06-27;0;12.1;20.5
97412336;2011-06-28;0.2;11.1;22.6
97412336;2011-06-29;0;11.6;22.8
97412336;2011-06-30;0;8.7;21.9
97412336;2011-07-01;0;9.7;22
97412336;2011-07-02;0.2;10.5;23.6
97412336;2011-07-03;0.2;10;22.3
97412336;2011-07-04;31;9.7;20.5
97412336;2011-07-05;39;12.5;15.6
97412336;2011-07-06;0.2;10.2;16.9
97412336;2011-07-07;37.4;9.5;20.7
97412336;2011-07-08;0.2;10.5;15.8
97412336;2011-07-09;28.6;6.3;18.8
97412336;2011-07-10;9.6;9.8;14.2
97412336;2011-07-11;2.4;9.4;17.5
97412336;2011-07-12;8.6;9.4;14.1
97412336;2011-07-13;4.2;8.6;15.8
97412336;2011-07-14;0.2;7.5;19.4
97412336;2011-07-15;0.4;8.3;18.7
97412336;2011-07-16;0.2;9.9;17.4
97412336;2011-07-17;0.2;9;20.3
97412336;2011-07-18;0.8;12.9;21.2
97412336;2011-07-19;0.2;11.4;19.6
97412336;2011-07-20;0.8;10.3;19.9
97412336;2011-07-21;0.2;10.6;22
97412336;2011-07-22;2;9.8;19.2
97412336;2011-07-23;0.2;9.3;19.2
97412336;2011-07-24;28.8;9.2;17.6
97412336;2011-07-25;0.8;9.4;17.1
97412336;2011-07-26;1.4;8.7;17.2
97412336;2011-07-27;0.2;10;18.7
97412336;2011-07-28;3.2;11;19.2
97412336;2011-07-29;0.2;11.2;21.3
97412336;2011-07-30;0.2;11.1;18.7
97412336;2011-07-31;0.2;11.4;19.1
97412336;2011-08-01;0.2;10;21.1
97412336;2011-08-02;12.2;10.3;19.5
97412336;2011-08-03;20.4;7.3;14.3
97412336;2011-08-04;2;12.7;17.1
97412336;2011-08-05;0.2;10.5;17.7
97412336;2011-08-06;1.2;9;18.7
97412336;2011-08-07;5;9;19.5
97412336;2011-08-08;0.5;9.5;19.5
97412336;2011-08-09;2;9;18
97412336;2011-08-10;3;10.5;19.5
97412336;2011-08-11;0.5;9;20.5
97412336;2011-08-12;0;10.5;20.5
97412336;2011-08-13;1;11;21
97412336;2011-08-14;5;10.5;20
97412336;2011-08-15;0;9;20.5
97412336;2011-08-16;0.2;9.5;20.5
97412336;2011-08-17;0;9;19.5
97412336;2011-08-18;0.2;9;20
97412336;2011-08-19;0;9.5;20.5
97412336;2011-08-20;0.4;10;20.5
97412336;2011-08-21;0.2;10.5;20
97412336;2011-08-22;0;8;20
97412336;2011-08-23;37.4;8;19
97412336;2011-08-24;3.6;7;16.5
97412336;2011-08-25;0;7;18
97412336;2011-08-26;0.2;9;18
97412336;2011-08-27;0;9;18
97412336;2011-08-28;1.2;7.5;18
