Numero;Date;Rain;Tmin;Tmax
97415550;2011-01-01;0;21.4;33
97415550;2011-01-02;0;21.7;34.1
97415550;2011-01-03;0;22.6;33.8
97415550;2011-01-04;0;21.9;31.7
97415550;2011-01-05;0;21.9;32.5
97415550;2011-01-06;5;21.6;31.7
97415550;2011-01-07;3;21.1;32.3
97415550;2011-01-08;0;21.6;31.8
97415550;2011-01-09;0;21.7;31.6
97415550;2011-01-10;0;22.1;31.5
97415550;2011-01-11;0.5;22.5;33
97415550;2011-01-12;0;22.4;31.3
97415550;2011-01-13;0;22.7;32
97415550;2011-01-14;0;22.9;34.9
97415550;2011-01-15;0;23.5;33.9
97415550;2011-01-16;0;23.3;32.2
97415550;2011-01-17;0;22.8;32.7
97415550;2011-01-18;4;22.2;30.9
97415550;2011-01-19;0;22;32.3
97415550;2011-01-20;0;22.6;32.3
97415550;2011-01-21;3;22.3;32.5
97415550;2011-01-22;0;22.3;32.1
97415550;2011-01-23;0;21.8;32.2
97415550;2011-01-24;29.5;21.4;30
97415550;2011-01-25;2;22.2;31.3
97415550;2011-01-26;0;22.1;31.1
97415550;2011-01-27;30;23.6;34.4
97415550;2011-01-28;68.5;22.7;30.5
97415550;2011-01-29;88;22.3;25.6
97415550;2011-01-30;101.5;22.4;26.6
97415550;2011-01-31;0;23.4;31.9
97415550;2011-02-01;2.5;23.4;31.2
97415550;2011-02-02;4.5;23.2;31.8
97415550;2011-02-03;0;23.4;29.6
97415550;2011-02-04;12;22.9;30.6
97415550;2011-02-05;0;22.6;31.7
97415550;2011-02-06;0;22.9;29.9
97415550;2011-02-07;0;22.4;30.7
97415550;2011-02-08;0;21.9;31.8
97415550;2011-02-09;0;21.8;31.4
97415550;2011-02-10;0;22.6;32.3
97415550;2011-02-11;4;22.5;30.9
97415550;2011-02-12;10;21.8;32.5
97415550;2011-02-13;0;22.5;29.5
97415550;2011-02-14;5.5;23.4;30
97415550;2011-02-15;0;22.2;31.7
97415550;2011-02-16;0;22.1;31
97415550;2011-02-17;0;22.6;31.1
97415550;2011-02-18;0;23.8;32.5
97415550;2011-02-19;0.5;25;32.9
97415550;2011-02-20;0;25;32.1
97415550;2011-02-21;0;24.2;32.2
97415550;2011-02-22;0;22.4;33.2
97415550;2011-02-23;0;23.5;32
97415550;2011-02-24;0;23.1;32
97415550;2011-02-25;0;22.7;32.3
97415550;2011-02-26;0;23.4;33
97415550;2011-02-27;0;23.6;33.8
97415550;2011-02-28;0;23.8;34.1
97415550;2011-03-01;0;22.3;33
97415550;2011-03-02;0;21.4;33.4
97415550;2011-03-03;16;22.3;31.8
97415550;2011-03-04;0.5;21.7;31.8
97415550;2011-03-05;1;22.4;32.5
97415550;2011-03-06;0;22.2;30.5
97415550;2011-03-07;0;21.5;33
97415550;2011-03-08;0.5;22.4;32.9
97415550;2011-03-09;1.5;21.6;32.1
97415550;2011-03-10;1;22.4;33
97415550;2011-03-11;0;23.1;30.5
97415550;2011-03-12;0;22.2;30.1
97415550;2011-03-13;0;22.2;31.6
97415550;2011-03-14;24;22.6;32.4
97415550;2011-03-15;0;22.2;31.5
97415550;2011-03-16;0;22.3;31.7
97415550;2011-03-17;0;21.6;32.4
97415550;2011-03-18;0;21.3;31.6
97415550;2011-03-19;0;21.3;32.6
97415550;2011-03-20;0;21.9;34.3
97415550;2011-03-21;1;22.4;33
