Numero;Date;Rain;Tmin;Tmax
97413520;2011-01-01;2.5;17;23.2
97413520;2011-01-02;0;17.1;24.1
97413520;2011-01-03;0;17.7;26.2
97413520;2011-01-04;3.5;17.5;24.6
97413520;2011-01-05;15;17.4;23.9
97413520;2011-01-06;34.5;17.4;24.2
97413520;2011-01-07;4;16.5;24
97413520;2011-01-08;2.5;17.2;24.8
97413520;2011-01-09;0;17.1;26.7
97413520;2011-01-10;0;17.3;24.6
97413520;2011-01-11;0;18.7;24.6
97413520;2011-01-12;2.5;18.9;24.2
97413520;2011-01-13;0;18.6;25
97413520;2011-01-14;1;18.2;26.6
97413520;2011-01-15;0;18.8;27
97413520;2011-01-16;0;18.5;24.5
97413520;2011-01-17;7.5;18;25
97413520;2011-01-18;9.5;18;23.7
97413520;2011-01-19;2.5;17.7;24.6
97413520;2011-01-20;0;17.7;24.7
97413520;2011-01-21;3;18.2;24.1
97413520;2011-01-22;3.5;17.9;24.1
97413520;2011-01-23;0;17.1;24.4
97413520;2011-01-24;4;18.3;25.2
97413520;2011-01-25;2.5;17.9;24.3
97413520;2011-01-26;0;18.5;26.6
97413520;2011-01-27;48.5;19.9;27.1
97413520;2011-01-28;60;19.8;24.9
97413520;2011-01-29;80;19.5;23.1
97413520;2011-01-30;110;19.8;25.2
97413520;2011-01-31;0;21.9;27.8
97413520;2011-02-01;1.5;19.7;25.4
97413520;2011-02-02;5.5;19.7;24.6
97413520;2011-02-03;5;20.1;24.9
97413520;2011-02-04;10.5;19.4;23.8
97413520;2011-02-05;4.5;19.4;25.2
97413520;2011-02-06;25;18.9;25.2
97413520;2011-02-07;0.5;18.9;25
97413520;2011-02-08;1;18.8;24.7
97413520;2011-02-09;0;18;24.9
97413520;2011-02-10;0;19;27
97413520;2011-02-11;7;19.5;26
97413520;2011-02-12;32.5;19.4;26.3
97413520;2011-02-13;0;19.8;26.4
97413520;2011-02-14;10;19.6;26.2
97413520;2011-02-15;1;18.9;26.2
97413520;2011-02-16;0;17.8;25.3
97413520;2011-02-17;0;19;27
97413520;2011-02-18;0.5;20.6;28.9
97413520;2011-02-19;1;21;29
97413520;2011-02-20;0;21.6;28.2
97413520;2011-02-21;0;20.9;26.9
97413520;2011-02-22;0;19.7;27.1
97413520;2011-02-23;6.5;19.9;27.1
97413520;2011-02-24;12.5;19.9;25.8
97413520;2011-02-25;3.5;19.5;26.1
97413520;2011-02-26;0;19.6;27.3
