Numero;Date;Rain;Tmin;Tmax
97410202;2011-01-01;0;22.7;30.3
97410202;2011-01-02;0;23;30
97410202;2011-01-03;0.2;23.2;30.1
97410202;2011-01-04;0.4;22.2;30
97410202;2011-01-05;1.2;22.5;30.3
97410202;2011-01-06;0;22.1;30.3
97410202;2011-01-07;0;22;31.1
97410202;2011-01-08;0;22.5;30.7
97410202;2011-01-09;0;22.8;30.9
97410202;2011-01-10;2.6;23.4;31.1
97410202;2011-01-11;4;22.6;31.1
97410202;2011-01-12;64.4;23.3;30.1
97410202;2011-01-13;0.2;22.4;29.8
97410202;2011-01-14;1.4;23.6;30.3
97410202;2011-01-15;0;24.6;30.7
97410202;2011-01-16;7.6;22.7;30.6
97410202;2011-01-17;14;23.5;30.2
97410202;2011-01-18;4.2;21.8;30.2
97410202;2011-01-19;18.2;22.3;30.3
97410202;2011-01-20;5.8;22.2;30.5
97410202;2011-01-21;55.2;23.5;28
97410202;2011-01-22;0;22.1;30
97410202;2011-01-23;59;21.6;30.6
97410202;2011-01-24;75.4;22;29.9
97410202;2011-01-25;6.4;22.1;29.6
97410202;2011-01-26;4.2;22.6;30.8
97410202;2011-01-27;80;21.8;30.6
97410202;2011-01-28;75;23.8;30.3
97410202;2011-01-29;150;23.1;25.2
97410202;2011-01-30;268.8;23.1;25.3
97410202;2011-01-31;5.4;23;30
97410202;2011-02-01;1.2;23.7;31
97410202;2011-02-02;19;23.3;29.4
97410202;2011-02-03;0;22.8;30.3
97410202;2011-02-04;23;23.1;31.1
97410202;2011-02-05;0;23.7;30.9
97410202;2011-02-06;7.4;23.9;30.8
97410202;2011-02-07;10.4;23.1;29.9
97410202;2011-02-08;7.6;22.9;29.8
97410202;2011-02-09;20.8;23.1;29.6
97410202;2011-02-10;7;24;30.5
97410202;2011-02-11;37.8;24;29.1
97410202;2011-02-12;50.8;22.7;30.3
97410202;2011-02-13;9.2;23.7;30.4
97410202;2011-02-14;36.2;24.2;30.3
97410202;2011-02-15;4.2;23.3;29.9
97410202;2011-02-16;11.2;22.5;31
97410202;2011-02-17;29.2;23.6;29.6
97410202;2011-02-18;13;23.6;29
97410202;2011-02-19;2;23.5;31
97410202;2011-02-20;0;24;31
97410202;2011-02-21;0;23.5;31
97410202;2011-02-22;0;23;31.8
97410202;2011-02-23;7.6;23.2;30.8
97410202;2011-02-24;0;22.8;31.6
97410202;2011-02-25;0.6;24.2;31.6
97410202;2011-02-26;21.8;23.7;32.1
97410202;2011-02-27;0.2;25.2;32
97410202;2011-02-28;1.6;25.6;30.3
97410202;2011-03-01;0;23;31.3
97410202;2011-03-02;0;21.8;31.7
97410202;2011-03-03;4.6;24.3;30.9
97410202;2011-03-04;18;23.4;30.7
97410202;2011-03-05;5.4;23.4;30.7
97410202;2011-03-06;2.4;22.8;30.7
97410202;2011-03-07;6.2;22.8;31.6
97410202;2011-03-08;0;23;31.9
97410202;2011-03-09;0;21.8;31.6
97410202;2011-03-10;67.4;23.6;32
97410202;2011-03-11;1;24;30.9
97410202;2011-03-12;1.6;24.1;31
97410202;2011-03-13;13;24.3;30.4
97410202;2011-03-14;11.6;23.8;29.5
97410202;2011-03-15;25.2;22.6;30.3
97410202;2011-03-16;13;22.6;30
97410202;2011-03-17;14.8;23.5;29.9
97410202;2011-03-18;8.6;22.3;29.9
97410202;2011-03-19;2.2;22.3;30.3
97410202;2011-03-20;0.2;23.4;30.4
